array_type	config	frequency	array_size	elapsed_time
random_seq	0xf0	1.6GHz	30000	32	0.344274
random_seq	0xf0	1.6GHz	30000	64	0.293886
random_seq	0xf0	1.6GHz	30000	128	0.275834
random_seq	0xf0	1.6GHz	30000	256	0.257279
random_seq	0xf0	1.6GHz	30000	512	0.265037
random_seq	0xf0	1.6GHz	30000	1024	0.289206
random_seq	0xf0	1.6GHz	30000	2048	0.379793
random_seq	0xf0	1.6GHz	30000	4096	0.552226
random_seq	0xf0	1.6GHz	30000	8192	0.990401
random_seq	0xf0	1.6GHz	30000	16384	2.489381
random_seq	0xf0	1.6GHz	40000	2	0.896225
random_seq	0xf0	1.6GHz	40000	4	0.85869
random_seq	0xf0	1.6GHz	40000	8	0.712081
random_seq	0xf0	1.6GHz	40000	16	0.544771
random_seq	0xf0	1.6GHz	40000	32	0.45346
random_seq	0xf0	1.6GHz	40000	64	0.388558
random_seq	0xf0	1.6GHz	40000	128	0.34952
random_seq	0xf0	1.6GHz	40000	256	0.342816
random_seq	0xf0	1.6GHz	40000	512	0.34109
random_seq	0xf0	1.6GHz	40000	1024	0.364157
random_seq	0xf0	1.6GHz	40000	2048	0.502575
random_seq	0xf0	1.6GHz	40000	4096	0.755497
random_seq	0xf0	1.6GHz	40000	8192	1.298895
random_seq	0xf0	1.6GHz	40000	16384	1.867566
random_seq	0xf0	1.6GHz	40000	32768	6.06645
random_seq	0xf0	1.6GHz	50000	2	1.107314
random_seq	0xf0	1.6GHz	50000	4	1.070238
random_seq	0xf0	1.6GHz	50000	8	0.90321
random_seq	0xf0	1.6GHz	50000	16	0.756964
random_seq	0xf0	1.6GHz	50000	32	0.588904
random_seq	0xf0	1.6GHz	50000	64	0.516523
random_seq	0xf0	1.6GHz	50000	128	0.475713
random_seq	0xf0	1.6GHz	50000	256	0.45167
random_seq	0xf0	1.6GHz	50000	512	0.480392
random_seq	0xf0	1.6GHz	50000	1024	0.494508
random_seq	0xf0	1.6GHz	50000	2048	0.619274
random_seq	0xf0	1.6GHz	50000	4096	0.964315
random_seq	0xf0	1.6GHz	50000	8192	1.823567
random_seq	0xf0	1.6GHz	50000	16384	3.542086
random_seq	0xf0	1.6GHz	50000	32768	13.4638
random_seq	0xf0	1.6GHz	60000	2	1.359537
random_seq	0xf0	1.6GHz	60000	4	1.333128
random_seq	0xf0	1.6GHz	60000	8	1.12339
random_seq	0xf0	1.6GHz	60000	16	0.859238
random_seq	0xf0	1.6GHz	60000	32	0.732627
random_seq	0xf0	1.6GHz	60000	64	0.628393
random_seq	0xf0	1.6GHz	60000	128	0.599099
random_seq	0xf0	1.6GHz	60000	256	0.576408
random_seq	0xf0	1.6GHz	60000	512	0.579963
random_seq	0xf0	1.6GHz	60000	1024	0.618473
random_seq	0xf0	1.6GHz	60000	2048	0.740772
random_seq	0xf0	1.6GHz	60000	4096	1.066482
random_seq	0xf0	1.6GHz	60000	8192	1.823929
random_seq	0xf0	1.6GHz	60000	16384	4.602018
random_seq	0xf0	1.6GHz	60000	32768	14.872046
random_seq	0xf0	1.6GHz	70000	2	1.626874
random_seq	0xf0	1.6GHz	70000	4	1.557695
random_seq	0xf0	1.6GHz	70000	8	1.283246
random_seq	0xf0	1.6GHz	70000	16	1.041498
random_seq	0xf0	1.6GHz	70000	32	0.866512
random_seq	0xf0	1.6GHz	70000	64	0.730159
random_seq	0xf0	1.6GHz	70000	128	0.684079
random_seq	0xf0	1.6GHz	70000	256	0.652438
random_seq	0xf0	1.6GHz	70000	512	0.660799
random_seq	0xf0	1.6GHz	70000	1024	0.722666
random_seq	0xf0	1.6GHz	70000	2048	0.862629
random_seq	0xf0	1.6GHz	70000	4096	1.210919
random_seq	0xf0	1.6GHz	70000	8192	1.860092
random_seq	0xf0	1.6GHz	70000	16384	3.471348
random_seq	0xf0	1.6GHz	70000	32768	15.032423
random_seq	0xf0	1.6GHz	70000	65536	15.07672
random_seq	0xf0	1.6GHz	80000	2	1.896917
random_seq	0xf0	1.6GHz	80000	4	1.838506
random_seq	0xf0	1.6GHz	80000	8	1.550951
random_seq	0xf0	1.6GHz	80000	16	1.262008
random_seq	0xf0	1.6GHz	80000	32	1.082276
random_seq	0xf0	1.6GHz	80000	64	0.974378
random_seq	0xf0	1.6GHz	80000	128	0.873514
random_seq	0xf0	1.6GHz	80000	256	0.87112
random_seq	0xf0	1.6GHz	80000	512	0.828575
random_seq	0xf0	1.6GHz	80000	1024	0.935616
random_seq	0xf0	1.6GHz	80000	2048	1.041585
random_seq	0xf0	1.6GHz	80000	4096	1.571889
random_seq	0xf0	1.6GHz	80000	8192	2.415963
random_seq	0xf0	1.6GHz	80000	16384	3.555167
random_seq	0xf0	1.6GHz	80000	32768	7.013693
random_seq	0xf0	1.6GHz	80000	65536	38.216586
random_seq	0xf0	1.6GHz	90000	2	2.044015
random_seq	0xf0	1.6GHz	90000	4	2.025347
random_seq	0xf0	1.6GHz	90000	8	1.706101
random_seq	0xf0	1.6GHz	90000	16	1.32711
random_seq	0xf0	1.6GHz	90000	32	1.110662
random_seq	0xf0	1.6GHz	90000	64	0.970588
random_seq	0xf0	1.6GHz	90000	128	0.911284
random_seq	0xf0	1.6GHz	90000	256	0.858979
random_seq	0xf0	1.6GHz	90000	512	0.881627
random_seq	0xf0	1.6GHz	90000	1024	0.956564
random_seq	0xf0	1.6GHz	90000	2048	1.184638
random_seq	0xf0	1.6GHz	90000	4096	1.756447
random_seq	0xf0	1.6GHz	90000	8192	2.827674
random_seq	0xf0	1.6GHz	90000	16384	4.614899
random_seq	0xf0	1.6GHz	90000	32768	11.189489
random_seq	0xf0	1.6GHz	90000	65536	28.629171
random_seq	0xf0	1.6GHz	100000	2	2.322089
random_seq	0xf0	1.6GHz	100000	4	2.274144
random_seq	0xf0	1.6GHz	100000	8	1.933242
random_seq	0xf0	1.6GHz	100000	16	1.540205
random_seq	0xf0	1.6GHz	100000	32	1.302848
random_seq	0xf0	1.6GHz	100000	64	1.14285
random_seq	0xf0	1.6GHz	100000	128	1.063501
random_seq	0xf0	1.6GHz	100000	256	1.024845
random_seq	0xf0	1.6GHz	100000	512	1.029509
random_seq	0xf0	1.6GHz	100000	1024	1.108387
random_seq	0xf0	1.6GHz	100000	2048	1.261736
random_seq	0xf0	1.6GHz	100000	4096	1.882507
random_seq	0xf0	1.6GHz	100000	8192	3.175861
random_seq	0xf0	1.6GHz	100000	16384	6.782685
random_seq	0xf0	1.6GHz	100000	32768	15.651686
random_seq	0xf0	1.6GHz	100000	65536	48.915194
random_seq	0xf0	1.8GHz	10	2	0.009651
random_seq	0xf0	1.8GHz	10	4	0.009794
random_seq	0xf0	1.8GHz	10	8	0.009609
random_seq	0xf0	1.8GHz	100	2	0.012312
random_seq	0xf0	1.8GHz	100	4	0.01224
random_seq	0xf0	1.8GHz	100	8	0.011562
random_seq	0xf0	1.8GHz	100	16	0.012814
random_seq	0xf0	1.8GHz	100	32	0.010998
random_seq	0xf0	1.8GHz	100	64	0.010331
random_seq	0xf0	1.8GHz	1000	2	0.028497
random_seq	0xf0	1.8GHz	1000	4	0.033902
random_seq	0xf0	1.8GHz	1000	8	0.023507
random_seq	0xf0	1.8GHz	1000	16	0.020853
random_seq	0xf0	1.8GHz	1000	32	0.017232
random_seq	0xf0	1.8GHz	1000	64	0.017315
random_seq	0xf0	1.8GHz	1000	128	0.01795
random_seq	0xf0	1.8GHz	1000	256	0.016318
random_seq	0xf0	1.8GHz	1000	512	0.016466
random_seq	0xf0	1.8GHz	10000	2	0.207425
random_seq	0xf0	1.8GHz	10000	4	0.204928
random_seq	0xf0	1.8GHz	10000	8	0.166183
random_seq	0xf0	1.8GHz	10000	16	0.125237
random_seq	0xf0	1.8GHz	10000	32	0.112723
random_seq	0xf0	1.8GHz	10000	64	0.091162
random_seq	0xf0	1.8GHz	10000	128	0.084471
random_seq	0xf0	1.8GHz	10000	256	0.082767
random_seq	0xf0	1.8GHz	10000	512	0.07713
random_seq	0xf0	1.8GHz	10000	1024	0.087534
random_seq	0xf0	1.8GHz	10000	2048	0.136179
random_seq	0xf0	1.8GHz	10000	4096	0.147393
random_seq	0xf0	1.8GHz	10000	8192	0.690233
random_seq	0xf0	1.8GHz	20000	2	0.418065
random_seq	0xf0	1.8GHz	20000	4	0.416775
random_seq	0xf0	1.8GHz	20000	8	0.348386
random_seq	0xf0	1.8GHz	20000	16	0.268457
random_seq	0xf0	1.8GHz	20000	32	0.213255
random_seq	0xf0	1.8GHz	20000	64	0.181383
random_seq	0xf0	1.8GHz	20000	128	0.172496
random_seq	0xf0	1.8GHz	20000	256	0.158109
random_seq	0xf0	1.8GHz	20000	512	0.169525
random_seq	0xf0	1.8GHz	20000	1024	0.180973
random_seq	0xf0	1.8GHz	20000	2048	0.221758
random_seq	0xf0	1.8GHz	20000	4096	0.456856
random_seq	0xf0	1.8GHz	20000	8192	1.157875
random_seq	0xf0	1.8GHz	20000	16384	1.205339
random_seq	0xf0	1.8GHz	30000	2	0.661719
random_seq	0xf0	1.8GHz	30000	4	0.644331
random_seq	0xf0	1.8GHz	30000	8	0.555273
random_seq	0xf0	1.8GHz	30000	16	0.417073
random_seq	0xf0	1.8GHz	30000	32	0.343706
random_seq	0xf0	1.8GHz	30000	64	0.295878
random_seq	0xf0	1.8GHz	30000	128	0.267291
random_seq	0xf0	1.8GHz	30000	256	0.259594
random_seq	0xf0	1.8GHz	30000	512	0.260557
random_seq	0xf0	1.8GHz	30000	1024	0.296664
random_seq	0xf0	1.8GHz	30000	2048	0.367033
random_seq	0xf0	1.8GHz	30000	4096	0.544972
random_seq	0xf0	1.8GHz	30000	8192	0.931782
random_seq	0xf0	1.8GHz	30000	16384	2.474611
random_seq	0xf0	1.8GHz	40000	2	0.880907
random_seq	0xf0	1.8GHz	40000	4	0.863524
random_seq	0xf0	1.8GHz	40000	8	0.726957
random_seq	0xf0	1.8GHz	40000	16	0.547925
random_seq	0xf0	1.8GHz	40000	32	0.452609
random_seq	0xf0	1.8GHz	40000	64	0.392054
random_seq	0xf0	1.8GHz	40000	128	0.35489
random_seq	0xf0	1.8GHz	40000	256	0.338035
random_seq	0xf0	1.8GHz	40000	512	0.348491
random_seq	0xf0	1.8GHz	40000	1024	0.374757
random_seq	0xf0	1.8GHz	40000	2048	0.495037
random_seq	0xf0	1.8GHz	40000	4096	0.792167
random_seq	0xf0	1.8GHz	40000	8192	1.308053
random_seq	0xf0	1.8GHz	40000	16384	1.975827
random_seq	0xf0	1.8GHz	40000	32768	6.037533
random_seq	0xf0	1.8GHz	50000	2	1.132424
random_seq	0xf0	1.8GHz	50000	4	1.093209
random_seq	0xf0	1.8GHz	50000	8	0.926765
random_seq	0xf0	1.8GHz	50000	16	0.725163
random_seq	0xf0	1.8GHz	50000	32	0.619814
random_seq	0xf0	1.8GHz	50000	64	0.538641
random_seq	0xf0	1.8GHz	50000	128	0.470817
random_seq	0xf0	1.8GHz	50000	256	0.450244
random_seq	0xf0	1.8GHz	50000	512	0.476266
random_seq	0xf0	1.8GHz	50000	1024	0.510087
random_seq	0xf0	1.8GHz	50000	2048	0.644313
random_seq	0xf0	1.8GHz	50000	4096	0.982745
random_seq	0xf0	1.8GHz	50000	8192	1.839884
random_seq	0xf0	1.8GHz	50000	16384	3.51249
random_seq	0xf0	1.8GHz	50000	32768	13.42123
random_seq	0xf0	1.8GHz	60000	2	1.319979
random_seq	0xf0	1.8GHz	60000	4	1.342111
random_seq	0xf0	1.8GHz	60000	8	1.089908
random_seq	0xf0	1.8GHz	60000	16	0.860508
random_seq	0xf0	1.8GHz	60000	32	0.734679
random_seq	0xf0	1.8GHz	60000	64	0.625092
random_seq	0xf0	1.8GHz	60000	128	0.589034
random_seq	0xf0	1.8GHz	60000	256	0.585189
random_seq	0xf0	1.8GHz	60000	512	0.581045
random_seq	0xf0	1.8GHz	60000	1024	0.615383
random_seq	0xf0	1.8GHz	60000	2048	0.743995
random_seq	0xf0	1.8GHz	60000	4096	1.028706
random_seq	0xf0	1.8GHz	60000	8192	1.869538
random_seq	0xf0	1.8GHz	60000	16384	4.568079
random_seq	0xf0	1.8GHz	60000	32768	15.003699
random_seq	0xf0	1.8GHz	70000	2	1.614027
random_seq	0xf0	1.8GHz	70000	4	1.545798
random_seq	0xf0	1.8GHz	70000	8	1.255866
random_seq	0xf0	1.8GHz	70000	16	1.006232
random_seq	0xf0	1.8GHz	70000	32	0.860273
random_seq	0xf0	1.8GHz	70000	64	0.742724
random_seq	0xf0	1.8GHz	70000	128	0.676358
random_seq	0xf0	1.8GHz	70000	256	0.658568
random_seq	0xf0	1.8GHz	70000	512	0.659115
random_seq	0xf0	1.8GHz	70000	1024	0.728784
random_seq	0xf0	1.8GHz	70000	2048	0.888516
random_seq	0xf0	1.8GHz	70000	4096	1.298108
random_seq	0xf0	1.8GHz	70000	8192	1.859709
random_seq	0xf0	1.8GHz	70000	16384	3.340143
random_seq	0xf0	1.8GHz	70000	32768	15.081355
random_seq	0xf0	1.8GHz	70000	65536	15.032791
random_seq	0xf0	1.8GHz	80000	2	1.879432
random_seq	0xf0	1.8GHz	80000	4	1.843171
random_seq	0xf0	1.8GHz	80000	8	1.549412
random_seq	0xf0	1.8GHz	80000	16	1.248097
random_seq	0xf0	1.8GHz	80000	32	1.040122
random_seq	0xf0	1.8GHz	80000	64	0.943331
random_seq	0xf0	1.8GHz	80000	128	0.869234
random_seq	0xf0	1.8GHz	80000	256	0.834428
random_seq	0xf0	1.8GHz	80000	512	0.846307
random_seq	0xf0	1.8GHz	80000	1024	0.945836
random_seq	0xf0	1.8GHz	80000	2048	1.085337
random_seq	0xf0	1.8GHz	80000	4096	1.524082
random_seq	0xf0	1.8GHz	80000	8192	2.541707
random_seq	0xf0	1.8GHz	80000	16384	3.568157
random_seq	0xf0	1.8GHz	80000	32768	7.027182
random_seq	0xf0	1.8GHz	80000	65536	38.195168
random_seq	0xf0	1.8GHz	90000	2	2.098336
random_seq	0xf0	1.8GHz	90000	4	2.003249
random_seq	0xf0	1.8GHz	90000	8	1.732863
random_seq	0xf0	1.8GHz	90000	16	1.363598
random_seq	0xf0	1.8GHz	90000	32	1.089762
random_seq	0xf0	1.8GHz	90000	64	1.003159
random_seq	0xf0	1.8GHz	90000	128	0.908424
random_seq	0xf0	1.8GHz	90000	256	0.854919
random_seq	0xf0	1.8GHz	90000	512	0.879946
random_seq	0xf0	1.8GHz	90000	1024	0.935854
random_seq	0xf0	1.8GHz	90000	2048	1.150689
random_seq	0xf0	1.8GHz	90000	4096	1.766306
random_seq	0xf0	1.8GHz	90000	8192	2.57301
random_seq	0xf0	1.8GHz	90000	16384	4.331632
random_seq	0xf0	1.8GHz	90000	32768	11.270419
random_seq	0xf0	1.8GHz	90000	65536	28.829515
random_seq	0xf0	1.8GHz	100000	2	2.355843
random_seq	0xf0	1.8GHz	100000	4	2.274027
random_seq	0xf0	1.8GHz	100000	8	1.935626
random_seq	0xf0	1.8GHz	100000	16	1.559768
random_seq	0xf0	1.8GHz	100000	32	1.278096
random_seq	0xf0	1.8GHz	100000	64	1.145664
random_seq	0xf0	1.8GHz	100000	128	1.069637
random_seq	0xf0	1.8GHz	100000	256	1.005035
random_seq	0xf0	1.8GHz	100000	512	1.007869
random_seq	0xf0	1.8GHz	100000	1024	1.085774
random_seq	0xf0	1.8GHz	100000	2048	1.245909
random_seq	0xf0	1.8GHz	100000	4096	1.870682
random_seq	0xf0	1.8GHz	100000	8192	2.966632
random_seq	0xf0	1.8GHz	100000	16384	6.93064
random_seq	0xf0	1.8GHz	100000	32768	15.496847
random_seq	0xf0	1.8GHz	100000	65536	48.805466
random_seq	0x0f	1.6GHz	10	2	0.018761
random_seq	0x0f	1.6GHz	10	4	0.018653
random_seq	0x0f	1.6GHz	10	8	0.023121
random_seq	0x0f	1.6GHz	100	2	0.022405
random_seq	0x0f	1.6GHz	100	4	0.026928
random_seq	0x0f	1.6GHz	100	8	0.02558
random_seq	0x0f	1.6GHz	100	16	0.0213
random_seq	0x0f	1.6GHz	100	32	0.020097
random_seq	0x0f	1.6GHz	100	64	0.019377
random_seq	0x0f	1.6GHz	1000	2	0.047103
random_seq	0x0f	1.6GHz	1000	4	0.043245
random_seq	0x0f	1.6GHz	1000	8	0.03937
random_seq	0x0f	1.6GHz	1000	16	0.038444
random_seq	0x0f	1.6GHz	1000	32	0.035025
random_seq	0x0f	1.6GHz	1000	64	0.033561
random_seq	0x0f	1.6GHz	1000	128	0.037275
random_seq	0x0f	1.6GHz	1000	256	0.035835
random_seq	0x0f	1.6GHz	1000	512	0.032554
random_seq	0x0f	1.6GHz	10000	2	0.294965
random_seq	0x0f	1.6GHz	10000	4	0.290263
random_seq	0x0f	1.6GHz	10000	8	0.255519
random_seq	0x0f	1.6GHz	10000	16	0.211716
random_seq	0x0f	1.6GHz	10000	32	0.189752
random_seq	0x0f	1.6GHz	10000	64	0.173554
random_seq	0x0f	1.6GHz	10000	128	0.161867
random_seq	0x0f	1.6GHz	10000	256	0.160673
random_seq	0x0f	1.6GHz	10000	512	0.161227
random_seq	0x0f	1.6GHz	10000	1024	0.180908
random_seq	0x0f	1.6GHz	10000	2048	0.245192
random_seq	0x0f	1.6GHz	10000	4096	0.320289
random_seq	0x0f	1.6GHz	10000	8192	1.733159
random_seq	0x0f	1.6GHz	20000	2	0.625826
random_seq	0x0f	1.6GHz	20000	4	0.605764
random_seq	0x0f	1.6GHz	20000	8	0.530677
random_seq	0x0f	1.6GHz	20000	16	0.436915
random_seq	0x0f	1.6GHz	20000	32	0.387042
random_seq	0x0f	1.6GHz	20000	64	0.347472
random_seq	0x0f	1.6GHz	20000	128	0.320224
random_seq	0x0f	1.6GHz	20000	256	0.31403
random_seq	0x0f	1.6GHz	20000	512	0.330621
random_seq	0x0f	1.6GHz	20000	1024	0.361352
random_seq	0x0f	1.6GHz	20000	2048	0.486211
random_seq	0x0f	1.6GHz	20000	4096	0.804312
random_seq	0x0f	1.6GHz	20000	8192	3.038705
random_seq	0x0f	1.6GHz	20000	16384	3.030053
random_seq	0x0f	1.6GHz	30000	2	0.967315
random_seq	0x0f	1.6GHz	30000	4	0.939382
random_seq	0x0f	1.6GHz	30000	8	0.833473
random_seq	0x0f	1.6GHz	30000	16	0.694187
random_seq	0x0f	1.6GHz	30000	32	0.613544
random_seq	0x0f	1.6GHz	30000	64	0.552746
random_seq	0x0f	1.6GHz	30000	128	0.527409
random_seq	0x0f	1.6GHz	30000	256	0.518059
random_seq	0x0f	1.6GHz	30000	512	0.523404
random_seq	0x0f	1.6GHz	30000	1024	0.599996
random_seq	0x0f	1.6GHz	30000	2048	0.76826
random_seq	0x0f	1.6GHz	30000	4096	1.28136
random_seq	0x0f	1.6GHz	30000	8192	2.013503
random_seq	0x0f	1.6GHz	30000	16384	6.565848
random_seq	0x0f	1.6GHz	40000	2	1.288397
random_seq	0x0f	1.6GHz	40000	4	1.269374
random_seq	0x0f	1.6GHz	40000	8	1.115933
random_seq	0x0f	1.6GHz	40000	16	0.920004
random_seq	0x0f	1.6GHz	40000	32	0.818141
random_seq	0x0f	1.6GHz	40000	64	0.749229
random_seq	0x0f	1.6GHz	40000	128	0.688462
random_seq	0x0f	1.6GHz	40000	256	0.680192
random_seq	0x0f	1.6GHz	40000	512	0.694117
random_seq	0x0f	1.6GHz	40000	1024	0.762491
random_seq	0x0f	1.6GHz	40000	2048	1.013087
random_seq	0x0f	1.6GHz	40000	4096	1.735766
random_seq	0x0f	1.6GHz	40000	8192	2.809173
random_seq	0x0f	1.6GHz	40000	16384	4.609905
random_seq	0x0f	1.6GHz	40000	32768	16.108884
random_seq	0x0f	1.6GHz	50000	2	1.677453
random_seq	0x0f	1.6GHz	50000	4	1.651066
random_seq	0x0f	1.6GHz	50000	8	1.457035
random_seq	0x0f	1.6GHz	50000	16	1.219137
random_seq	0x0f	1.6GHz	50000	32	1.085131
random_seq	0x0f	1.6GHz	50000	64	0.985477
random_seq	0x0f	1.6GHz	50000	128	0.965932
random_seq	0x0f	1.6GHz	50000	256	0.930972
random_seq	0x0f	1.6GHz	50000	512	0.932884
random_seq	0x0f	1.6GHz	50000	1024	1.009546
random_seq	0x0f	1.6GHz	50000	2048	1.289346
random_seq	0x0f	1.6GHz	50000	4096	2.128301
random_seq	0x0f	1.6GHz	50000	8192	4.152932
random_seq	0x0f	1.6GHz	50000	16384	8.407285
random_seq	0x0f	1.6GHz	50000	32768	37.128615
random_seq	0x0f	1.6GHz	60000	2	2.061104
random_seq	0x0f	1.6GHz	60000	4	1.991224
random_seq	0x0f	1.6GHz	60000	8	1.777962
random_seq	0x0f	1.6GHz	60000	16	1.481657
random_seq	0x0f	1.6GHz	60000	32	1.329958
random_seq	0x0f	1.6GHz	60000	64	1.279521
random_seq	0x0f	1.6GHz	60000	128	1.161633
random_seq	0x0f	1.6GHz	60000	256	1.137179
random_seq	0x0f	1.6GHz	60000	512	1.193448
random_seq	0x0f	1.6GHz	60000	1024	1.259609
random_seq	0x0f	1.6GHz	60000	2048	1.524968
random_seq	0x0f	1.6GHz	60000	4096	2.365136
random_seq	0x0f	1.6GHz	60000	8192	4.081622
random_seq	0x0f	1.6GHz	60000	16384	11.364284
random_seq	0x0f	1.6GHz	60000	32768	41.019098
random_seq	0x0f	1.6GHz	70000	2	2.391485
random_seq	0x0f	1.6GHz	70000	4	2.344546
random_seq	0x0f	1.6GHz	70000	8	2.082319
random_seq	0x0f	1.6GHz	70000	16	1.789609
random_seq	0x0f	1.6GHz	70000	32	1.561983
random_seq	0x0f	1.6GHz	70000	64	1.43595
random_seq	0x0f	1.6GHz	70000	128	1.368734
random_seq	0x0f	1.6GHz	70000	256	1.345866
random_seq	0x0f	1.6GHz	70000	512	1.366374
random_seq	0x0f	1.6GHz	70000	1024	1.498622
random_seq	0x0f	1.6GHz	70000	2048	1.856913
random_seq	0x0f	1.6GHz	70000	4096	2.650942
random_seq	0x0f	1.6GHz	70000	8192	4.152124
random_seq	0x0f	1.6GHz	70000	16384	7.36464
random_seq	0x0f	1.6GHz	70000	32768	41.687581
random_seq	0x0f	1.6GHz	70000	65536	41.603576
random_seq	0x0f	1.6GHz	80000	2	2.906151
random_seq	0x0f	1.6GHz	80000	4	2.894192
random_seq	0x0f	1.6GHz	80000	8	2.500073
random_seq	0x0f	1.6GHz	80000	16	2.143486
random_seq	0x0f	1.6GHz	80000	32	1.989199
random_seq	0x0f	1.6GHz	80000	64	1.911258
random_seq	0x0f	1.6GHz	80000	128	1.802231
random_seq	0x0f	1.6GHz	80000	256	1.826719
random_seq	0x0f	1.6GHz	80000	512	1.801826
random_seq	0x0f	1.6GHz	80000	1024	1.904874
random_seq	0x0f	1.6GHz	80000	2048	2.179478
random_seq	0x0f	1.6GHz	80000	4096	3.242282
random_seq	0x0f	1.6GHz	80000	8192	5.625981
random_seq	0x0f	1.6GHz	80000	16384	8.222884
random_seq	0x0f	1.6GHz	80000	32768	17.8727
random_seq	0x0f	1.6GHz	80000	65536	109.809785
random_seq	0x0f	1.6GHz	90000	2	3.111946
random_seq	0x0f	1.6GHz	90000	4	3.044418
random_seq	0x0f	1.6GHz	90000	8	2.704152
random_seq	0x0f	1.6GHz	90000	16	2.290855
random_seq	0x0f	1.6GHz	90000	32	2.025452
random_seq	0x0f	1.6GHz	90000	64	1.876472
random_seq	0x0f	1.6GHz	90000	128	1.758065
random_seq	0x0f	1.6GHz	90000	256	1.743309
random_seq	0x0f	1.6GHz	90000	512	1.755772
random_seq	0x0f	1.6GHz	90000	1024	1.908196
random_seq	0x0f	1.6GHz	90000	2048	2.368422
random_seq	0x0f	1.6GHz	90000	4096	3.815239
random_seq	0x0f	1.6GHz	90000	8192	5.952917
random_seq	0x0f	1.6GHz	90000	16384	9.81152
random_seq	0x0f	1.6GHz	90000	32768	28.250081
random_seq	0x0f	1.6GHz	90000	65536	81.116014
random_seq	0x0f	1.6GHz	100000	2	3.516327
random_seq	0x0f	1.6GHz	100000	4	3.47976
random_seq	0x0f	1.6GHz	100000	8	3.0571
random_seq	0x0f	1.6GHz	100000	16	2.635332
random_seq	0x0f	1.6GHz	100000	32	2.406442
random_seq	0x0f	1.6GHz	100000	64	2.157056
random_seq	0x0f	1.6GHz	100000	128	2.046607
random_seq	0x0f	1.6GHz	100000	256	2.043239
random_seq	0x0f	1.6GHz	100000	512	2.054545
random_seq	0x0f	1.6GHz	100000	1024	2.269234
random_seq	0x0f	1.6GHz	100000	2048	2.650724
random_seq	0x0f	1.6GHz	100000	4096	4.044881
random_seq	0x0f	1.6GHz	100000	8192	7.002255
random_seq	0x0f	1.6GHz	100000	16384	16.65281
random_seq	0x0f	1.6GHz	100000	32768	41.162632
random_seq	0x0f	1.6GHz	100000	65536	141.143296
random_seq	0x0f	1.8GHz	10	2	0.019138
random_seq	0x0f	1.8GHz	10	4	0.022115
random_seq	0x0f	1.8GHz	10	8	0.019032
random_seq	0x0f	1.8GHz	100	2	0.025292
random_seq	0x0f	1.8GHz	100	4	0.021725
random_seq	0x0f	1.8GHz	100	8	0.02598
random_seq	0x0f	1.8GHz	100	16	0.024855
random_seq	0x0f	1.8GHz	100	32	0.020094
random_seq	0x0f	1.8GHz	100	64	0.019407
random_seq	0x0f	1.8GHz	1000	2	0.054966
random_seq	0x0f	1.8GHz	1000	4	0.042795
random_seq	0x0f	1.8GHz	1000	8	0.04398
random_seq	0x0f	1.8GHz	1000	16	0.035508
random_seq	0x0f	1.8GHz	1000	32	0.033935
random_seq	0x0f	1.8GHz	1000	64	0.033834
random_seq	0x0f	1.8GHz	1000	128	0.032725
random_seq	0x0f	1.8GHz	1000	256	0.032483
random_seq	0x0f	1.8GHz	1000	512	0.032406
random_seq	0x0f	1.8GHz	10000	2	0.303542
random_seq	0x0f	1.8GHz	10000	4	0.29018
random_seq	0x0f	1.8GHz	10000	8	0.255511
random_seq	0x0f	1.8GHz	10000	16	0.206781
random_seq	0x0f	1.8GHz	10000	32	0.200569
random_seq	0x0f	1.8GHz	10000	64	0.171167
random_seq	0x0f	1.8GHz	10000	128	0.163773
random_seq	0x0f	1.8GHz	10000	256	0.162924
random_seq	0x0f	1.8GHz	10000	512	0.167527
random_seq	0x0f	1.8GHz	10000	1024	0.178151
random_seq	0x0f	1.8GHz	10000	2048	0.271065
random_seq	0x0f	1.8GHz	10000	4096	0.32891
random_seq	0x0f	1.8GHz	10000	8192	1.738067
random_seq	0x0f	1.8GHz	20000	2	0.624402
random_seq	0x0f	1.8GHz	20000	4	0.599056
random_seq	0x0f	1.8GHz	20000	8	0.523833
random_seq	0x0f	1.8GHz	20000	16	0.438794
random_seq	0x0f	1.8GHz	20000	32	0.38306
random_seq	0x0f	1.8GHz	20000	64	0.344348
random_seq	0x0f	1.8GHz	20000	128	0.32039
random_seq	0x0f	1.8GHz	20000	256	0.32232
random_seq	0x0f	1.8GHz	20000	512	0.324131
random_seq	0x0f	1.8GHz	20000	1024	0.360257
random_seq	0x0f	1.8GHz	20000	2048	0.480886
random_seq	0x0f	1.8GHz	20000	4096	0.969701
random_seq	0x0f	1.8GHz	20000	8192	3.032177
random_seq	0x0f	1.8GHz	20000	16384	3.048778
random_seq	0x0f	1.8GHz	30000	2	0.980003
random_seq	0x0f	1.8GHz	30000	4	0.9493
random_seq	0x0f	1.8GHz	30000	8	0.841733
random_seq	0x0f	1.8GHz	30000	16	0.696631
random_seq	0x0f	1.8GHz	30000	32	0.615534
random_seq	0x0f	1.8GHz	30000	64	0.562285
random_seq	0x0f	1.8GHz	30000	128	0.523031
random_seq	0x0f	1.8GHz	30000	256	0.518096
random_seq	0x0f	1.8GHz	30000	512	0.526592
random_seq	0x0f	1.8GHz	30000	1024	0.597196
random_seq	0x0f	1.8GHz	30000	2048	0.78965
